x,y,label
-8.67517951045912,-5.752064441356783,0.0
-2.212275179577045,-11.993146176735523,0.0
-2.13574150096344,-12.053738545202126,0.0
-9.704829295149047,-2.2114890622627943,0.0
-5.17126731251373,5.880390004397203,0.0
-1.7296175122307795,-12.14759278667661,0.0
10.24097348458907,-10.022806874583347,0.0
-4.683247714636908,5.813344428083097,0.0
-9.12747281884056,-5.628902339316297,0.0
-8.384504662777807,2.7727910607114254,0.0
2.8108484547785837,-12.547464243595245,0.0
-2.502607583723027,6.947259873576438,0.0
2.0230941138431424,-12.672473355128458,0.0
-9.616363985860023,-0.5870780713804422,0.0
-5.926598151067562,-9.813693225665011,0.0
7.08183236013976,-11.607925248222633,0.0
8.73381004162007,-11.163922727568444,0.0
14.397912688539263,-4.628228435325861,0.0
-9.868118056501133,-1.1461508601661452,0.0
-0.8469169810962491,6.520259939915755,0.0
15.835057183403954,-0.5148095217060984,0.0
15.081015651212947,-3.3683389944363618,0.0
-3.19240647367599,6.202685588463164,0.0
-5.688835550723677,-9.958102983203542,0.0
-9.090481469317483,-3.788564340220301,0.0
-4.70114951823233,-10.948967351074163,0.0
-9.04062024275504,2.1179867119448574,0.0
6.9655990875086875,-11.955044578356622,0.0
-9.493083934482128,-0.5839688049141689,0.0
13.470393318514352,-6.062647966260875,0.0
14.298255488591678,-5.094390268266268,0.0
6.5123216342847785,-11.768226242239995,0.0
12.536031179600359,-7.717831782028816,0.0
-9.516638243377068,-3.1923737325660246,0.0
6.199590084696089,-12.221118369096429,0.0
-0.8406312815637091,-12.358348360533071,0.0
12.635840654309005,-7.314827617461366,0.0
13.442346260676064,-6.39891821875195,0.0
11.159841564858596,-9.041889521264627,0.0
9.109905091307285,-10.871128206864316,0.0
-10.038462992066941,-3.199805064298322,0.0
1.6272378755822754,-12.910922389840211,0.0
4.641529327472978,-12.264703283414764,0.0
-8.831830818117949,-5.860664181686396,0.0
-3.770360568957516,-11.036107532860886,0.0
-3.8398282436600844,6.288408601212318,0.0
11.489740406626899,-8.648774277169418,0.0
-6.102981101563692,5.305149812532788,0.0
15.15159677546805,-3.130618798027022,0.0
-7.470806012070597,3.815863490789394,0.0
6.11813707314657,-12.486099182511383,0.0
-5.827734801655058,5.54231231145411,0.0
10.736320076449106,-9.425196699461708,0.0
-0.9137202057314686,-12.524202840839594,0.0
2.038450887172535,-12.866877146317472,0.0
-8.266994063832588,-6.934107728637894,0.0
15.292974165284617,-2.2707590988955255,0.0
-2.4555087926066186,6.329101517244804,0.0
